ID,path,label,speaker_id,spoof_method
0268.111028.015536.0010.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0010.1.wav,spoof,0268,meta-mms
0268.111028.015536.0014.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0014.1.wav,spoof,0268,meta-mms
0268.111028.015536.0016.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0016.1.wav,spoof,0268,meta-mms
0268.111028.015536.0018.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0018.1.wav,spoof,0268,meta-mms
0268.111028.015536.0036.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0036.1.wav,spoof,0268,meta-mms
0268.111028.015536.0069.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0069.1.wav,spoof,0268,meta-mms
0268.111028.015536.0072.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0072.1.wav,spoof,0268,meta-mms
0268.111028.015536.0073.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0073.1.wav,spoof,0268,meta-mms
0268.111028.015536.0080.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0080.1.wav,spoof,0268,meta-mms
0268.111028.015536.0084.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0084.1.wav,spoof,0268,meta-mms
0268.111028.015536.0085.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0085.1.wav,spoof,0268,meta-mms
0268.111028.015536.0086.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0086.1.wav,spoof,0268,meta-mms
0268.111028.015536.0090.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0090.1.wav,spoof,0268,meta-mms
0268.111028.015536.0091.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0091.1.wav,spoof,0268,meta-mms
0268.111028.015536.0093.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0093.1.wav,spoof,0268,meta-mms
0268.111028.015536.0095.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0095.1.wav,spoof,0268,meta-mms
0268.111028.015536.0096.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0096.1.wav,spoof,0268,meta-mms
0268.111028.015536.0097.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0097.1.wav,spoof,0268,meta-mms
0268.111028.015536.0098.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0098.1.wav,spoof,0268,meta-mms
0268.111028.015536.0099.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0099.1.wav,spoof,0268,meta-mms
0268.111028.015536.0100.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0100.1.wav,spoof,0268,meta-mms
0268.111028.015536.0101.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0101.1.wav,spoof,0268,meta-mms
0268.111028.015536.0103.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0103.1.wav,spoof,0268,meta-mms
0268.111028.015536.0105.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0105.1.wav,spoof,0268,meta-mms
0268.111028.015536.0106.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0106.1.wav,spoof,0268,meta-mms
0268.111028.015536.0107.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0107.1.wav,spoof,0268,meta-mms
0268.111028.015536.0111.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0111.1.wav,spoof,0268,meta-mms
0268.111028.015536.0112.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0112.1.wav,spoof,0268,meta-mms
0268.111028.015536.0114.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0114.1.wav,spoof,0268,meta-mms
0268.111028.015536.0116.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0116.1.wav,spoof,0268,meta-mms
0268.111028.015536.0117.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0117.1.wav,spoof,0268,meta-mms
0268.111028.015536.0118.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0118.1.wav,spoof,0268,meta-mms
0268.111028.015536.0120.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0120.1.wav,spoof,0268,meta-mms
0268.111028.015536.0124.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0124.1.wav,spoof,0268,meta-mms
0268.111028.015536.0126.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0126.1.wav,spoof,0268,meta-mms
0268.111028.015536.0133.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0133.1.wav,spoof,0268,meta-mms
0268.111028.015536.0134.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0134.1.wav,spoof,0268,meta-mms
0268.111028.015536.0136.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0136.1.wav,spoof,0268,meta-mms
0268.111028.015536.0137.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0137.1.wav,spoof,0268,meta-mms
0268.111028.015536.0140.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0140.1.wav,spoof,0268,meta-mms
0268.111028.015536.0141.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0141.1.wav,spoof,0268,meta-mms
0268.111028.015536.0144.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0144.1.wav,spoof,0268,meta-mms
0268.111028.015536.0145.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0145.1.wav,spoof,0268,meta-mms
0268.111028.015536.0150.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0150.1.wav,spoof,0268,meta-mms
0268.111028.015536.0151.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0151.1.wav,spoof,0268,meta-mms
0268.111028.015536.0153.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0153.1.wav,spoof,0268,meta-mms
0268.111028.015536.0156.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0156.1.wav,spoof,0268,meta-mms
0268.111028.015536.0157.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0157.1.wav,spoof,0268,meta-mms
0268.111028.015536.0158.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0158.1.wav,spoof,0268,meta-mms
0268.111028.015536.0160.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0160.1.wav,spoof,0268,meta-mms
0268.111028.015536.0164.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0164.1.wav,spoof,0268,meta-mms
0268.111028.015536.0165.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0165.1.wav,spoof,0268,meta-mms
0268.111028.015536.0171.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0171.1.wav,spoof,0268,meta-mms
0268.111028.015536.0173.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0173.1.wav,spoof,0268,meta-mms
0268.111028.015536.0174.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0174.1.wav,spoof,0268,meta-mms
0268.111028.015536.0179.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0179.1.wav,spoof,0268,meta-mms
0268.111028.015536.0181.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0181.1.wav,spoof,0268,meta-mms
0268.111028.015536.0183.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0183.1.wav,spoof,0268,meta-mms
0268.111028.015536.0184.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0184.1.wav,spoof,0268,meta-mms
0268.111028.015536.0185.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0185.1.wav,spoof,0268,meta-mms
0268.111028.015536.0186.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0186.1.wav,spoof,0268,meta-mms
0268.111028.015536.0188.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0188.1.wav,spoof,0268,meta-mms
0268.111028.015536.0189.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0189.1.wav,spoof,0268,meta-mms
0268.111028.015536.0191.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0191.1.wav,spoof,0268,meta-mms
0268.111028.015536.0192.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0192.1.wav,spoof,0268,meta-mms
0268.111028.015536.0194.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0194.1.wav,spoof,0268,meta-mms
0268.111028.015536.0195.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0195.1.wav,spoof,0268,meta-mms
0268.111028.015536.0196.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0196.1.wav,spoof,0268,meta-mms
0268.111028.015536.0197.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0197.1.wav,spoof,0268,meta-mms
0268.111028.015536.0198.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0198.1.wav,spoof,0268,meta-mms
0268.111028.015536.0201.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0201.1.wav,spoof,0268,meta-mms
0268.111028.015536.0202.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0202.1.wav,spoof,0268,meta-mms
0268.111028.015536.0203.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0203.1.wav,spoof,0268,meta-mms
0268.111028.015536.0204.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0204.1.wav,spoof,0268,meta-mms
0268.111028.015536.0205.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0205.1.wav,spoof,0268,meta-mms
0268.111028.015536.0207.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0207.1.wav,spoof,0268,meta-mms
0268.111028.015536.0208.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0208.1.wav,spoof,0268,meta-mms
0268.111028.015536.0209.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0209.1.wav,spoof,0268,meta-mms
0268.111028.015536.0211.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0211.1.wav,spoof,0268,meta-mms
0268.111028.015536.0212.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0212.1.wav,spoof,0268,meta-mms
0268.111028.015536.0213.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0213.1.wav,spoof,0268,meta-mms
0268.111028.015536.0214.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0214.1.wav,spoof,0268,meta-mms
0268.111028.015536.0216.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0216.1.wav,spoof,0268,meta-mms
0268.111028.015536.0218.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0218.1.wav,spoof,0268,meta-mms
0268.111028.015536.0219.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0219.1.wav,spoof,0268,meta-mms
0268.111028.015536.0220.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0220.1.wav,spoof,0268,meta-mms
0268.111028.015536.0221.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0221.1.wav,spoof,0268,meta-mms
0268.111028.015536.0222.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0222.1.wav,spoof,0268,meta-mms
0268.111028.015536.0223.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0223.1.wav,spoof,0268,meta-mms
0268.111028.015536.0226.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0226.1.wav,spoof,0268,meta-mms
0268.111028.015536.0229.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0229.1.wav,spoof,0268,meta-mms
0268.111028.015536.0234.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0234.1.wav,spoof,0268,meta-mms
0268.111028.015536.0235.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0235.1.wav,spoof,0268,meta-mms
0268.111028.015536.0236.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0236.1.wav,spoof,0268,meta-mms
0268.111028.015536.0237.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0237.1.wav,spoof,0268,meta-mms
0268.111028.015536.0238.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0238.1.wav,spoof,0268,meta-mms
0268.111028.015536.0239.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0239.1.wav,spoof,0268,meta-mms
0268.111028.015536.0240.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0240.1.wav,spoof,0268,meta-mms
0268.111028.015536.0241.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0241.1.wav,spoof,0268,meta-mms
0268.111028.015536.0242.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0242.1.wav,spoof,0268,meta-mms
0268.111028.015536.0243.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0243.1.wav,spoof,0268,meta-mms
0268.111028.015536.0244.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0244.1.wav,spoof,0268,meta-mms
0268.111028.015536.0246.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0246.1.wav,spoof,0268,meta-mms
0268.111028.015536.0247.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0247.1.wav,spoof,0268,meta-mms
0268.111028.015536.0248.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0248.1.wav,spoof,0268,meta-mms
0268.111028.015536.0249.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0249.1.wav,spoof,0268,meta-mms
0268.111028.015536.0250.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0250.1.wav,spoof,0268,meta-mms
0268.111028.015536.0251.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0251.1.wav,spoof,0268,meta-mms
0268.111028.015536.0252.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0252.1.wav,spoof,0268,meta-mms
0268.111028.015536.0253.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0253.1.wav,spoof,0268,meta-mms
0268.111028.015536.0254.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0254.1.wav,spoof,0268,meta-mms
0268.111028.015536.0255.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0255.1.wav,spoof,0268,meta-mms
0268.111028.015536.0257.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0257.1.wav,spoof,0268,meta-mms
0268.111028.015536.0258.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0258.1.wav,spoof,0268,meta-mms
0268.111028.015536.0259.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0259.1.wav,spoof,0268,meta-mms
0268.111028.015536.0260.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0260.1.wav,spoof,0268,meta-mms
0268.111028.015536.0261.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0261.1.wav,spoof,0268,meta-mms
0268.111028.015536.0262.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0262.1.wav,spoof,0268,meta-mms
0268.111028.015536.0263.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0263.1.wav,spoof,0268,meta-mms
0268.111028.015536.0264.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0264.1.wav,spoof,0268,meta-mms
0268.111028.015536.0265.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0265.1.wav,spoof,0268,meta-mms
0268.111028.015536.0266.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0266.1.wav,spoof,0268,meta-mms
0268.111028.015536.0267.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0267.1.wav,spoof,0268,meta-mms
0268.111028.015536.0268.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0268.1.wav,spoof,0268,meta-mms
0268.111028.015536.0269.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0269.1.wav,spoof,0268,meta-mms
0268.111028.015536.0270.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0270.1.wav,spoof,0268,meta-mms
0268.111028.015536.0271.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0271.1.wav,spoof,0268,meta-mms
0268.111028.015536.0272.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0272.1.wav,spoof,0268,meta-mms
0268.111028.015536.0273.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0273.1.wav,spoof,0268,meta-mms
0268.111028.015536.0274.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0274.1.wav,spoof,0268,meta-mms
0268.111028.015536.0275.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0275.1.wav,spoof,0268,meta-mms
0268.111028.015536.0276.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0276.1.wav,spoof,0268,meta-mms
0268.111028.015536.0277.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0277.1.wav,spoof,0268,meta-mms
0268.111028.015536.0278.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0278.1.wav,spoof,0268,meta-mms
0268.111028.015536.0279.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0279.1.wav,spoof,0268,meta-mms
0268.111028.015536.0280.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0280.1.wav,spoof,0268,meta-mms
0268.111028.015536.0281.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0281.1.wav,spoof,0268,meta-mms
0268.111028.015536.0285.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0285.1.wav,spoof,0268,meta-mms
0268.111028.015536.0286.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0286.1.wav,spoof,0268,meta-mms
0268.111028.015536.0287.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0287.1.wav,spoof,0268,meta-mms
0268.111028.015536.0289.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0289.1.wav,spoof,0268,meta-mms
0268.111028.015536.0290.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0290.1.wav,spoof,0268,meta-mms
0268.111028.015536.0291.1,C:\Users\Ninzz\Programming\ceb-deepfake-detect\data\normalised\meta-mms\0268\0268.111028.015536.0291.1.wav,spoof,0268,meta-mms
