speaker_id	wav_filename	transcript	saying
0217	0217.111025.005023.0589.wav	7	syete
0261	0261.111028.004900.0506.wav	7	syete
0300	0300.120224.080049.0489.wav	7	syete
0302	0302.120227.021912.0462.wav	7	syete
0304	0304.120228.093846.0466.wav	7	syete
0324	0324.120419.082435.0499.wav	7	syete
0329	0329.120427.070452.0505.wav	7	syete
0329	0329.120427.070452.0510.wav	7	syete
0383	0383.120523.080943.0240.wav	7	pito
0392	0392.120524.050600.0315.wav	7	pito
0216	0216.111025.014902.0454.wav	8	otso
0226	0226.111026.054840.0508.wav	8	walo
0231	0231.111026.090645.0499.wav	8	otso
0266	0266.111028.064214.0683.wav	8	walo
0281	0281.120201.024601.0541.wav	8	otso
0285	0285.120203.022023.0482.wav	8	otso
0286	0286.120209.070854.0488.wav	8	otso
0301	0301.120227.070009.0535.wav	8	otso
0304	0304.120228.093846.0462.wav	8	otso
0323	0323.120418.070353.0523.wav	8	walo
0327	0327.120424.051037.0476.wav	8	walo
0328	0328.120427.013724.0479.wav	8	otso
0398	0398.120420.053721.0530.wav	8	otso
0213	0213.111025.023930.0472.wav	9	noybe
0213	0213.111025.023930.0475.wav	9	noybe
0219	0219.111025.091755.0523.wav	9	siyam
0225	0225.111026.003300.0597.wav	9	siyam
0258	0258.111028.053120.0596.wav	9	siyam
0284	0284.120202.095339.0500.wav	9	noybe
0298	0298.120224.022740.0493.wav	9	noybe
0318	0318.120321.053858.0486.wav	9	siyam
0332	0332.120509.092303.0497.wav	9	siyam
0345	0345.120521.052109.0364.wav	9	noybe
0380	0380.120521.052109.0364.wav	9	noybe
0383	0383.120523.080943.0252.wav	9	noybe
0397	0397.120327.024105.0481.wav	9	noybe
0201	0201.111024.022631.0467.wav	86	otsentay sais
0201	0201.111024.022631.0468.wav	63	saysentay tres
0201	0201.111024.022631.0469.wav	24	baynte kwatro
0201	0201.111024.022631.0470.wav	27	baynte syete
0201	0201.111024.022631.0471.wav	86	otsentay sais
0201	0201.111024.022631.0472.wav	64	saysentay kwatro
0201	0201.111024.022631.0475.wav	80	otsenta
0201	0201.111024.022631.0476.wav	17	disisyete
0201	0201.111024.022631.0477.wav	89	otsentay noybe
0202	0202.111024.005622.0416.wav	22	baynte dos
0202	0202.111024.005622.0417.wav	65	saysentay singko
0202	0202.111024.005622.0418.wav	63	saysentay tres
0202	0202.111024.005622.0419.wav	86	otsentay sais
0202	0202.111024.005622.0420.wav	76	sitentay sais
0202	0202.111024.005622.0422.wav	94	nobentay kwatro
0202	0202.111024.005622.0423.wav	12	dose
0202	0202.111024.005622.0424.wav	30	traynta
0202	0202.111024.005622.0425.wav	54	singkwentay kwatro
0206	0206.111024.094638.0365.wav	96	nobentay sais
0206	0206.111024.094638.0366.wav	69	saysentay noybe
0206	0206.111024.094638.0367.wav	80	otsenta
0206	0206.111024.094638.0369.wav	10	dyis
0206	0206.111024.094638.0370.wav	62	saysentay dos
0206	0206.111024.094638.0372.wav	100	usa ka gatos
0206	0206.111024.094638.0374.wav	44	kwarentay kwatro
0207	0207.111024.032108.0496.wav	11	onse
0207	0207.111024.032108.0497.wav	89	otsentay noybe
0207	0207.111024.032108.0498.wav	11	onse
0207	0207.111024.032108.0499.wav	84	otsentay kwatro
0207	0207.111024.032108.0500.wav	49	kwarentay noybe
0207	0207.111024.032108.0501.wav	28	baynte otso
0207	0207.111024.032108.0502.wav	63	saysentay tres
0207	0207.111024.032108.0503.wav	89	otsentay noybe
0207	0207.111024.032108.0504.wav	11	onse
0207	0207.111024.032108.0505.wav	37	trayntay syete
0208	0208.111024.075509.0386.wav	10	dyis
0208	0208.111024.075509.0387.wav	36	trayntay sais
0208	0208.111024.075509.0388.wav	81	otsentay uno
0208	0208.111024.075509.0389.wav	65	saysentay singko
0208	0208.111024.075509.0390.wav	100	usa ka gatos
0208	0208.111024.075509.0391.wav	52	singkwentay dos
0208	0208.111024.075509.0392.wav	84	otsentay kwatro
0208	0208.111024.075509.0393.wav	52	singkwentay dos
0208	0208.111024.075509.0394.wav	32	trayntay dos
0208	0208.111024.075509.0395.wav	78	sitentay otso
0209	0209.111024.052209.0455.wav	86	otsentay sais
0209	0209.111024.052209.0456.wav	68	saysentay otso
0209	0209.111024.052209.0457.wav	10	dyis
0209	0209.111024.052209.0458.wav	87	otsentay syete
0209	0209.111024.052209.0459.wav	65	saysentay singko
0209	0209.111024.052209.0460.wav	29	baynte noybe
0209	0209.111024.052209.0461.wav	61	saysentay uno
0209	0209.111024.052209.0463.wav	24	baynte kwatro
0209	0209.111024.052209.0464.wav	86	otsentay sais
0216	0216.111025.014902.0450.wav	84	otsentay kwatro
0216	0216.111025.014902.0452.wav	57	singkwentay syete
0216	0216.111025.014902.0453.wav	53	singkwentay tres
0216	0216.111025.014902.0455.wav	98	nobentay otso
0216	0216.111025.014902.0456.wav	63	saysentay tres
0216	0216.111025.014902.0457.wav	60	saysenta
0216	0216.111025.014902.0458.wav	21	baynte uno
0216	0216.111025.014902.0459.wav	37	trayntay syete
0217	0217.111025.005023.0587.wav	31	trayntay uno
0217	0217.111025.005023.0588.wav	58	singkwentay otso
0217	0217.111025.005023.0590.wav	86	otsentay sais
0217	0217.111025.005023.0592.wav	32	trayntay dos
0217	0217.111025.005023.0594.wav	77	sitentay syete
0217	0217.111025.005023.0596.wav	93	nobentay tres
0217	0217.111025.005023.0598.wav	27	baynte syete
0217	0217.111025.005023.0599.wav	47	kwarentay syete
0218	0218.111025.090523.0486.wav	50	singkwenta
0218	0218.111025.090523.0487.wav	54	singkwentay kwatro
0218	0218.111025.090523.0488.wav	34	trayntay kwatro
0218	0218.111025.090523.0489.wav	23	baynte tres
0218	0218.111025.090523.0490.wav	37	trayntay syete
0218	0218.111025.090523.0492.wav	87	otsentay syete
0218	0218.111025.090523.0493.wav	71	sitentay uno
0218	0218.111025.090523.0494.wav	59	singkwentay noybe
0218	0218.111025.090523.0495.wav	89	otsentay noybe
0218	0218.111025.090523.0496.wav	52	singkwentay dos
0219	0219.111025.091755.0524.wav	45	kwarentay singko
0219	0219.111025.091755.0525.wav	100	usa ka gatos
0219	0219.111025.091755.0526.wav	49	kwarentay noybe
0219	0219.111025.091755.0527.wav	51	singkwentay uno
0219	0219.111025.091755.0530.wav	99	nobentay noybe
0219	0219.111025.091755.0531.wav	94	nobentay kwatro
0219	0219.111025.091755.0533.wav	51	singkwentay uno
0219	0219.111025.091755.0535.wav	75	sitentay singko
0220	0220.111025.072325.0521.wav	59	singkwentay noybe
0220	0220.111025.072325.0522.wav	37	trayntay syete
0220	0220.111025.072325.0523.wav	87	otsentay syete
0220	0220.111025.072325.0524.wav	86	otsentay sais
0220	0220.111025.072325.0525.wav	30	traynta
0220	0220.111025.072325.0526.wav	92	nobentay dos
0220	0220.111025.072325.0527.wav	73	sitentay tres
0220	0220.111025.072325.0528.wav	13	trese
0220	0220.111025.072325.0529.wav	40	kwarenta
0220	0220.111025.072325.0530.wav	80	otsenta
0221	0221.111025.040126.0496.wav	68	saysentay otso
0221	0221.111025.040126.0498.wav	31	trayntay uno
0221	0221.111025.040126.0499.wav	38	trayntay otso
0221	0221.111025.040126.0500.wav	40	kwarenta
0221	0221.111025.040126.0502.wav	94	nobentay kwatro
0221	0221.111025.040126.0503.wav	17	disisyete
0221	0221.111025.040126.0504.wav	46	kwarentay sais
0221	0221.111025.040126.0505.wav	70	sitenta
0221	0221.111025.040126.0506.wav	35	trayntay singko
0222	0222.111025.023048.0589.wav	54	singkwentay kwatro
0222	0222.111025.023048.0590.wav	68	saysentay otso
0222	0222.111025.023048.0591.wav	66	saysentay sais
0222	0222.111025.023048.0592.wav	53	singkwentay tres
0222	0222.111025.023048.0593.wav	96	nobentay sais
0222	0222.111025.023048.0594.wav	20	baynte
0222	0222.111025.023048.0595.wav	37	trayntay syete
0222	0222.111025.023048.0596.wav	16	disisais
0222	0222.111025.023048.0597.wav	64	saysentay kwatro
0222	0222.111025.023048.0598.wav	32	trayntay dos
0224	0224.111025.003549.0487.wav	13	trese
0224	0224.111025.003549.0488.wav	22	baynte dos
0224	0224.111025.003549.0489.wav	61	saysentay uno
0224	0224.111025.003549.0490.wav	62	saysentay dos
0224	0224.111025.003549.0491.wav	31	trayntay uno
0224	0224.111025.003549.0492.wav	41	kwarentay uno
0224	0224.111025.003549.0493.wav	12	dose
0224	0224.111025.003549.0494.wav	59	singkwentay noybe
0224	0224.111025.003549.0495.wav	84	otsentay kwatro
0224	0224.111025.003549.0496.wav	81	otsentay uno
0225	0225.111026.003300.0592.wav	80	otsenta
0225	0225.111026.003300.0593.wav	53	singkwentay tres
0225	0225.111026.003300.0594.wav	15	kinse
0225	0225.111026.003300.0595.wav	97	nobentay syete
0225	0225.111026.003300.0598.wav	33	trayntay tres
0225	0225.111026.003300.0599.wav	23	baynte tres
0225	0225.111026.003300.0604.wav	89	otsentay noybe
0225	0225.111026.003300.0605.wav	71	sitentay uno
0233	0233.111026.023506.0547.wav	68	saysentay otso
0233	0233.111026.023506.0548.wav	39	trayntay noybe
0233	0233.111026.023506.0549.wav	84	otsentay kwatro
0233	0233.111026.023506.0550.wav	60	saysenta
0233	0233.111026.023506.0551.wav	90	nobenta
0233	0233.111026.023506.0552.wav	38	trayntay otso
0233	0233.111026.023506.0553.wav	75	sitentay singko
0233	0233.111026.023506.0555.wav	100	usa ka gatos
0233	0233.111026.023506.0556.wav	44	kwarentay kwatro
0233	0233.111026.023506.0557.wav	57	singkwentay syete
0238	0238.111027.030601.0492.wav	36	trayntay sais
0238	0238.111027.030601.0494.wav	18	disiotso
0238	0238.111027.030601.0495.wav	20	baynte
0238	0238.111027.030601.0496.wav	98	nobentay otso
0238	0238.111027.030601.0497.wav	94	nobentay kwatro
0238	0238.111027.030601.0498.wav	39	trayntay noybe
0238	0238.111027.030601.0499.wav	62	saysentay dos
0238	0238.111027.030601.0500.wav	51	singkwentay uno
0238	0238.111027.030601.0501.wav	20	baynte
0239	0239.111027.090841.0608.wav	83	otsentay tres
0239	0239.111027.090841.0609.wav	75	sitentay singko
0239	0239.111027.090841.0610.wav	28	baynte otso
0239	0239.111027.090841.0611.wav	96	nobentay sais
0239	0239.111027.090841.0612.wav	82	otsentay dos
0239	0239.111027.090841.0613.wav	19	disinoybe
0239	0239.111027.090841.0614.wav	54	singkwentay kwatro
0239	0239.111027.090841.0615.wav	16	disisais
0239	0239.111027.090841.0616.wav	59	singkwentay noybe
0239	0239.111027.090841.0617.wav	44	kwarentay kwatro
0240	0240.111027.020441.0539.wav	90	nobenta
0240	0240.111027.020441.0540.wav	100	usa ka gatos
0240	0240.111027.020441.0541.wav	67	saysentay syete
0240	0240.111027.020441.0542.wav	11	onse
0240	0240.111027.020441.0543.wav	41	kwarentay uno
0240	0240.111027.020441.0545.wav	38	trayntay otso
0240	0240.111027.020441.0546.wav	37	trayntay syete
0240	0240.111027.020441.0548.wav	69	saysentay noybe
0242	0242.111027.073953.0462.wav	57	singkwentay syete
0242	0242.111027.073953.0463.wav	35	trayntay singko
0242	0242.111027.073953.0465.wav	98	nobentay otso
0242	0242.111027.073953.0466.wav	92	nobentay dos
0242	0242.111027.073953.0467.wav	63	saysentay tres
0242	0242.111027.073953.0468.wav	83	otsentay tres
0242	0242.111027.073953.0469.wav	96	nobentay sais
0242	0242.111027.073953.0470.wav	95	nobentay singko
0242	0242.111027.073953.0471.wav	16	disisais
0243	0243.111027.095804.0468.wav	64	saysentay kwatro
0243	0243.111027.095804.0470.wav	78	sitentay otso
0243	0243.111027.095804.0472.wav	23	baynte tres
0243	0243.111027.095804.0473.wav	85	otsentay singko
0243	0243.111027.095804.0477.wav	62	saysentay dos
0243	0243.111027.095804.0480.wav	78	sitentay otso
0243	0243.111027.095804.0482.wav	41	kwarentay uno
0243	0243.111027.095804.0484.wav	34	trayntay kwatro
0243	0243.111027.095804.0485.wav	96	nobentay sais
0243	0243.111027.095804.0487.wav	76	sitentay sais
0244	0244.111027.032944.0522.wav	36	trayntay sais
0244	0244.111027.032944.0524.wav	11	onse
0244	0244.111027.032944.0526.wav	67	saysentay syete
0244	0244.111027.032944.0527.wav	54	singkwentay kwatro
0244	0244.111027.032944.0528.wav	20	baynte
0244	0244.111027.032944.0529.wav	26	baynte sais
0244	0244.111027.032944.0530.wav	61	saysentay uno
0244	0244.111027.032944.0531.wav	62	saysentay dos
0245	0245.111027.004345.0604.wav	10	dyis
0245	0245.111027.004345.0605.wav	48	kwarentay otso
0245	0245.111027.004345.0606.wav	92	nobentay dos
0245	0245.111027.004345.0607.wav	69	saysentay noybe
0245	0245.111027.004345.0608.wav	22	baynte dos
0245	0245.111027.004345.0609.wav	50	singkwenta
0245	0245.111027.004345.0611.wav	87	otsentay syete
0245	0245.111027.004345.0612.wav	27	baynte syete
0245	0245.111027.004345.0613.wav	51	singkwentay uno
0245	0245.111027.004345.0615.wav	36	trayntay sais
0247	0247.111027.061926.0631.wav	18	disiotso
0247	0247.111027.061926.0633.wav	75	sitentay singko
0247	0247.111027.061926.0635.wav	87	otsentay syete
0247	0247.111027.061926.0636.wav	29	baynte noybe
0247	0247.111027.061926.0637.wav	25	baynte singko
0247	0247.111027.061926.0639.wav	66	saysentay sais
0247	0247.111027.061926.0641.wav	75	sitentay singko
0247	0247.111027.061926.0644.wav	36	trayntay sais
0247	0247.111027.061926.0646.wav	92	nobentay dos
0248	0248.111027.081256.0499.wav	30	traynta
0248	0248.111027.081256.0500.wav	56	singkwentay sais
0248	0248.111027.081256.0501.wav	78	sitentay otso
0248	0248.111027.081256.0502.wav	81	otsentay uno
0248	0248.111027.081256.0504.wav	42	kwarentay dos
0248	0248.111027.081256.0506.wav	39	trayntay noybe
0248	0248.111027.081256.0507.wav	18	disiotso
0248	0248.111027.081256.0508.wav	98	nobentay otso
0248	0248.111027.081256.0509.wav	30	traynta
0254	0254.111027.055008.0484.wav	12	dose
0254	0254.111027.055008.0485.wav	74	sitentay kwatro
0254	0254.111027.055008.0487.wav	65	saysentay singko
0254	0254.111027.055008.0488.wav	50	singkwenta
0254	0254.111027.055008.0489.wav	67	saysentay syete
0254	0254.111027.055008.0490.wav	62	saysentay dos
0254	0254.111027.055008.0491.wav	90	nobenta
0254	0254.111027.055008.0492.wav	40	kwarenta
0254	0254.111027.055008.0493.wav	10	dyis
0256	0256.111027.092419.0592.wav	41	kwarentay uno
0256	0256.111027.092419.0593.wav	52	singkwentay dos
0256	0256.111027.092419.0594.wav	87	otsentay syete
0256	0256.111027.092419.0595.wav	61	saysentay uno
0256	0256.111027.092419.0596.wav	67	saysentay syete
0256	0256.111027.092419.0597.wav	70	sitenta
0256	0256.111027.092419.0598.wav	87	otsentay syete
0256	0256.111027.092419.0600.wav	27	baynte syete
0256	0256.111027.092419.0601.wav	16	disisais
0256	0256.111027.092419.0602.wav	87	otsentay syete
0259	0259.111028.092530.0537.wav	47	kwarentay syete
0259	0259.111028.092530.0538.wav	66	saysentay sais
0259	0259.111028.092530.0540.wav	97	nobentay syete
0259	0259.111028.092530.0541.wav	57	singkwentay syete
0259	0259.111028.092530.0542.wav	67	saysentay syete
0259	0259.111028.092530.0543.wav	85	otsentay singko
0259	0259.111028.092530.0544.wav	19	disinoybe
0259	0259.111028.092530.0548.wav	23	baynte tres
0260	0260.111028.004940.0503.wav	24	baynte kwatro
0260	0260.111028.004940.0504.wav	50	singkwenta
0260	0260.111028.004940.0507.wav	33	trayntay tres
0260	0260.111028.004940.0508.wav	64	saysentay kwatro
0260	0260.111028.004940.0509.wav	80	otsenta
0260	0260.111028.004940.0510.wav	69	saysentay noybe
0260	0260.111028.004940.0511.wav	88	otsentay otso
0260	0260.111028.004940.0512.wav	25	baynte singko
0260	0260.111028.004940.0513.wav	29	baynte noybe
0261	0261.111028.004900.0501.wav	92	nobentay dos
0261	0261.111028.004900.0503.wav	14	katorse
0261	0261.111028.004900.0504.wav	51	singkwentay uno
0261	0261.111028.004900.0505.wav	37	trayntay syete
0261	0261.111028.004900.0507.wav	96	nobentay sais
0261	0261.111028.004900.0508.wav	56	singkwentay sais
0261	0261.111028.004900.0510.wav	21	baynte uno
0264	0264.111028.080553.0511.wav	70	sitenta
0264	0264.111028.080553.0512.wav	24	baynte kwatro
0264	0264.111028.080553.0513.wav	90	nobenta
0264	0264.111028.080553.0514.wav	71	sitentay uno
0264	0264.111028.080553.0515.wav	11	onse
0264	0264.111028.080553.0517.wav	88	otsentay otso
0264	0264.111028.080553.0518.wav	20	baynte
0264	0264.111028.080553.0519.wav	59	singkwentay noybe
0264	0264.111028.080553.0520.wav	40	kwarenta
0264	0264.111028.080553.0521.wav	37	trayntay syete
0265	0265.111028.065934.0486.wav	78	sitentay otso
0265	0265.111028.065934.0487.wav	66	saysentay sais
0265	0265.111028.065934.0488.wav	91	nobentay uno
0265	0265.111028.065934.0489.wav	82	otsentay dos
0265	0265.111028.065934.0490.wav	94	nobentay kwatro
0265	0265.111028.065934.0491.wav	54	singkwentay kwatro
0265	0265.111028.065934.0492.wav	75	sitentay singko
0265	0265.111028.065934.0493.wav	56	singkwentay sais
0265	0265.111028.065934.0494.wav	71	sitentay uno
0265	0265.111028.065934.0495.wav	15	kinse
0267	0267.111028.004646.0509.wav	60	saysenta
0267	0267.111028.004646.0510.wav	98	nobentay otso
0267	0267.111028.004646.0511.wav	57	singkwentay syete
0267	0267.111028.004646.0512.wav	25	baynte singko
0267	0267.111028.004646.0513.wav	80	otsenta
0267	0267.111028.004646.0514.wav	63	saysentay tres
0267	0267.111028.004646.0515.wav	88	otsentay otso
0267	0267.111028.004646.0516.wav	40	kwarenta
0267	0267.111028.004646.0517.wav	51	singkwentay uno
0284	0284.120202.095339.0498.wav	44	kwarentay kwatro
0284	0284.120202.095339.0499.wav	15	kinse
0284	0284.120202.095339.0501.wav	84	otsentay kwatro
0284	0284.120202.095339.0502.wav	61	saysentay uno
0284	0284.120202.095339.0503.wav	37	trayntay syete
0284	0284.120202.095339.0505.wav	17	disisyete
0284	0284.120202.095339.0507.wav	24	baynte kwatro
0284	0284.120202.095339.0508.wav	25	baynte singko
0284	0284.120202.095339.0510.wav	60	saysenta
0285	0285.120203.022023.0481.wav	99	nobentay noybe
0285	0285.120203.022023.0483.wav	44	kwarentay kwatro
0285	0285.120203.022023.0485.wav	11	onse
0285	0285.120203.022023.0487.wav	73	sitentay tres
0285	0285.120203.022023.0489.wav	87	otsentay syete
0285	0285.120203.022023.0491.wav	62	saysentay dos
0285	0285.120203.022023.0493.wav	35	trayntay singko
0285	0285.120203.022023.0494.wav	40	kwarenta
0285	0285.120203.022023.0495.wav	41	kwarentay uno
0288	0288.120214.095727.0529.wav	39	trayntay noybe
0288	0288.120214.095727.0532.wav	85	otsentay singko
0288	0288.120214.095727.0533.wav	53	singkwentay tres
0288	0288.120214.095727.0535.wav	17	disisyete
0288	0288.120214.095727.0536.wav	72	sitentay dos
0288	0288.120214.095727.0537.wav	56	singkwentay sais
0288	0288.120214.095727.0538.wav	17	disisyete
0288	0288.120214.095727.0539.wav	42	kwarentay dos
0292	0292.120216.050242.0476.wav	23	baynte tres
0292	0292.120216.050242.0477.wav	57	singkwentay syete
0292	0292.120216.050242.0478.wav	41	kwarentay uno
0292	0292.120216.050242.0479.wav	84	otsentay kwatro
0292	0292.120216.050242.0480.wav	55	singkwentay singko
0292	0292.120216.050242.0481.wav	81	otsentay uno
0292	0292.120216.050242.0482.wav	21	baynte uno
0292	0292.120216.050242.0483.wav	67	saysentay syete
0292	0292.120216.050242.0484.wav	15	kinse
0292	0292.120216.050242.0485.wav	60	saysenta
0293	0293.120217.080000.0596.wav	79	sitentay noybe
0293	0293.120217.080000.0598.wav	84	otsentay kwatro
0293	0293.120217.080000.0600.wav	93	nobentay tres
0293	0293.120217.080000.0601.wav	71	sitentay uno
0293	0293.120217.080000.0603.wav	62	saysentay dos
0293	0293.120217.080000.0605.wav	17	disisyete
0293	0293.120217.080000.0606.wav	94	nobentay kwatro
0293	0293.120217.080000.0609.wav	63	saysentay tres
0293	0293.120217.080000.0611.wav	35	trayntay singko
0293	0293.120217.080000.0613.wav	90	nobenta
0295	0295.120217.023046.0523.wav	77	sitentay syete
0295	0295.120217.023046.0524.wav	56	singkwentay sais
0295	0295.120217.023046.0526.wav	75	sitentay singko
0295	0295.120217.023046.0527.wav	28	baynte otso
0295	0295.120217.023046.0528.wav	51	singkwentay uno
0295	0295.120217.023046.0529.wav	69	saysentay noybe
0295	0295.120217.023046.0531.wav	44	kwarentay kwatro
0295	0295.120217.023046.0532.wav	62	saysentay dos
0295	0295.120217.023046.0533.wav	28	baynte otso
0295	0295.120217.023046.0534.wav	60	saysenta
0296	0296.120222.094039.0555.wav	50	singkwenta
0296	0296.120222.094039.0556.wav	49	kwarentay noybe
0296	0296.120222.094039.0557.wav	18	disiotso
0296	0296.120222.094039.0558.wav	58	singkwentay otso
0296	0296.120222.094039.0559.wav	72	sitentay dos
0296	0296.120222.094039.0562.wav	73	sitentay tres
0296	0296.120222.094039.0563.wav	82	otsentay dos
0296	0296.120222.094039.0564.wav	98	nobentay otso
0296	0296.120222.094039.0565.wav	23	baynte tres
0297	0297.120223.080333.0512.wav	97	nobentay syete
0297	0297.120223.080333.0514.wav	100	usa ka gatos
0297	0297.120223.080333.0516.wav	59	singkwentay noybe
0297	0297.120223.080333.0517.wav	46	kwarentay sais
0297	0297.120223.080333.0518.wav	74	sitentay kwatro
0297	0297.120223.080333.0519.wav	44	kwarentay kwatro
0297	0297.120223.080333.0520.wav	84	otsentay kwatro
0297	0297.120223.080333.0521.wav	81	otsentay uno
0297	0297.120223.080333.0522.wav	44	kwarentay kwatro
0297	0297.120223.080333.0523.wav	63	saysentay tres
0300	0300.120224.080049.0492.wav	54	singkwentay kwatro
0300	0300.120224.080049.0495.wav	78	sitentay otso
0300	0300.120224.080049.0496.wav	75	sitentay singko
0300	0300.120224.080049.0497.wav	55	singkwentay singko
0300	0300.120224.080049.0500.wav	66	saysentay sais
0300	0300.120224.080049.0501.wav	26	baynte sais
0300	0300.120224.080049.0505.wav	99	nobentay noybe
0301	0301.120227.070009.0526.wav	100	usa ka gatos
0301	0301.120227.070009.0527.wav	57	singkwentay syete
0301	0301.120227.070009.0528.wav	93	nobentay tres
0301	0301.120227.070009.0529.wav	62	saysentay dos
0301	0301.120227.070009.0531.wav	41	kwarentay uno
0301	0301.120227.070009.0532.wav	94	nobentay kwatro
0301	0301.120227.070009.0534.wav	71	sitentay uno
0301	0301.120227.070009.0536.wav	91	nobentay uno
0302	0302.120227.021912.0463.wav	24	baynte kwatro
0302	0302.120227.021912.0464.wav	60	saysenta
0302	0302.120227.021912.0465.wav	65	saysentay singko
0302	0302.120227.021912.0466.wav	12	dose
0302	0302.120227.021912.0467.wav	56	singkwentay sais
0302	0302.120227.021912.0468.wav	40	kwarenta
0302	0302.120227.021912.0469.wav	21	baynte uno
0302	0302.120227.021912.0470.wav	58	singkwentay otso
0302	0302.120227.021912.0471.wav	81	otsentay uno
0303	0303.120228.063201.0502.wav	98	nobentay otso
0303	0303.120228.063201.0503.wav	79	sitentay noybe
0303	0303.120228.063201.0504.wav	86	otsentay sais
0303	0303.120228.063201.0505.wav	74	sitentay kwatro
0303	0303.120228.063201.0506.wav	56	singkwentay sais
0303	0303.120228.063201.0507.wav	78	sitentay otso
0303	0303.120228.063201.0508.wav	35	trayntay singko
0303	0303.120228.063201.0509.wav	57	singkwentay syete
0303	0303.120228.063201.0510.wav	97	nobentay syete
0303	0303.120228.063201.0511.wav	37	trayntay syete
0304	0304.120228.093846.0463.wav	38	trayntay otso
0304	0304.120228.093846.0464.wav	82	otsentay dos
0304	0304.120228.093846.0465.wav	12	dose
0304	0304.120228.093846.0467.wav	15	kinse
0304	0304.120228.093846.0468.wav	22	baynte dos
0304	0304.120228.093846.0469.wav	92	nobentay dos
0304	0304.120228.093846.0470.wav	41	kwarentay uno
0304	0304.120228.093846.0471.wav	50	singkwenta
